customer_id,customer_since,region,plan_type,login_frequency,session_duration,app_visits,pages_viewed,cart_activity,email_open_rate,feature_usage_score,last_login_days,purchase_count,total_spend,avg_order_value,purchase_frequency,last_purchase_days,payment_failures,refund_count,subscription_status,churn
CUST-0145,2023-11-22 17:10:26.719034,South America,Basic,41,219.0,16,49,5,0.44527402476470457,3.16957911271063,27,43.0,4848.088807363695,112.74625133403943,10,72,2,8,Active,1
CUST-0146,2023-11-23 17:10:26.719034,Asia,Enterprise,75,70.0,18,251,9,0.4881175434337349,1.141263150366517,22,18.0,3733.809182279979,207.43384345999883,15,28,1,3,Active,0
CUST-0147,2023-11-24 17:10:26.719034,Asia,Pro,24,277.0,30,147,15,0.8130627972141201,4.24089667703902,44,36.0,886.2446971455018,24.61790825404172,8,85,0,6,Expired,1
CUST-0148,2023-11-25 17:10:26.719034,Asia,Pro,60,271.0,48,354,13,0.09922959609464677,1.8083991648304427,39,26.0,332.03406038493443,12.77054078403594,13,16,0,9,Expired,0
CUST-0149,2023-11-26 17:10:26.719034,North America,Pro,46,227.0,10,189,6,0.42864427920853176,3.3114703395266667,43,10.0,2892.5305692311217,289.2530569231122,12,118,2,9,Active,0
CUST-0150,2023-11-27 17:10:26.719034,South America,Basic,19,292.0,18,209,18,0.6285021702362039,1.8326495906478502,21,31.0,1795.4882657160217,57.91897631342005,8,16,4,0,Active,1
CUST-0151,2023-11-28 17:10:26.719034,Asia,Basic,68,145.0,38,212,16,0.21515562162405555,1.9084746300075897,23,33.0,1384.5349715894695,41.955605199680896,15,35,2,3,Expired,1
CUST-0152,2023-11-29 17:10:26.719034,Asia,Pro,90,102.0,19,70,8,0.6274678987660728,2.7911016497366945,50,29.0,4037.9828721628332,139.2407886952701,12,17,3,1,Active,1
CUST-0153,2023-11-30 17:10:26.719034,North America,Pro,42,118.0,36,201,12,0.9236648375496527,9.998643200377602,57,5.0,1841.2964027389173,368.2592805477835,11,73,2,8,Active,1
CUST-0154,2023-12-01 17:10:26.719034,Asia,Pro,32,250.0,13,14,4,0.997518131172675,1.019657285715239,25,13.0,1591.8348389741766,122.44883376724435,19,99,0,4,Active,1
CUST-0155,2023-12-02 17:10:26.719034,North America,Basic,39,,46,387,4,0.032451076790675715,6.748053725083647,29,1.0,4251.438089913362,4251.438089913362,14,52,4,2,Active,1
CUST-0156,2023-12-03 17:10:26.719034,Europe,Basic,36,246.0,3,246,9,0.2355882282446775,2.271193282239016,32,23.0,4232.973809067436,184.04233952467115,18,93,4,3,Active,1
CUST-0157,2023-12-04 17:10:26.719034,Asia,Basic,97,186.0,10,190,9,0.31030711579169745,9.285653230396981,15,40.0,1788.2695223977325,44.70673805994331,13,103,2,5,Expired,1
CUST-0158,2023-12-05 17:10:26.719034,Europe,Basic,36,150.0,38,320,6,0.3991261004449661,1.842696040002663,21,3.0,4164.168517919971,1388.0561726399903,4,82,3,9,Active,0
CUST-0159,2023-12-06 17:10:26.719034,North America,Pro,3,198.0,1,46,14,0.2422571575847674,9.59556868413613,48,3.0,4255.3846667599755,1418.4615555866585,17,12,0,0,Active,0
CUST-0160,2023-12-07 17:10:26.719034,South America,Pro,73,58.0,27,65,6,0.20348799455531252,6.498337487351302,56,7.0,2125.4133697980346,303.63048139971926,19,83,1,6,Expired,1
CUST-0161,2023-12-08 17:10:26.719034,Asia,Basic,8,199.0,46,452,14,0.9545538424175,1.0114126922394122,49,36.0,341.70091974376606,9.491692215104614,9,48,4,7,Active,0
CUST-0162,2023-12-09 17:10:26.719034,North America,Enterprise,97,145.0,8,246,2,0.9185216027705179,9.046064781251255,42,35.0,17.907375887037105,0.511639311058203,7,22,2,6,Active,1
CUST-0163,2023-12-10 17:10:26.719034,South America,Pro,70,,46,367,18,0.04699250100311747,5.695406212302265,17,15.0,2621.229389816085,174.74862598773902,1,49,3,6,Active,1
CUST-0164,2023-12-11 17:10:26.719034,South America,Basic,41,99.0,42,358,9,0.33881302160484816,3.3640276179743607,6,40.0,1726.936711918075,43.17341779795187,7,52,3,8,Active,0
CUST-0165,2023-12-12 17:10:26.719034,Europe,Basic,68,254.0,17,206,14,0.40514855367840663,7.905512597640671,49,,4985.688151850246,1661.8960506167487,7,79,0,3,Expired,1
CUST-0166,2023-12-13 17:10:26.719034,North America,Basic,13,201.0,9,82,2,0.23901453466594336,9.33998998498183,25,29.0,3864.330888140148,133.252789246212,7,1,4,6,Expired,0
CUST-0167,2023-12-14 17:10:26.719034,South America,Basic,49,115.0,6,68,5,0.6288728969881755,5.353217408321145,7,30.0,3808.7645271885585,126.95881757295196,8,66,0,8,Active,0
CUST-0168,2023-12-15 17:10:26.719034,Asia,Basic,60,242.0,43,249,11,0.640380746644241,3.839981269987998,5,39.0,4776.6614137538445,122.47849778856012,16,64,1,4,Active,0
CUST-0169,2023-12-16 17:10:26.719034,Asia,Basic,2,274.0,25,11,14,0.8505042283285971,8.10050611541434,29,18.0,4439.744745487671,246.65248586042617,3,8,1,1,Active,0
CUST-0170,2023-12-17 17:10:26.719034,Europe,Basic,60,46.0,39,458,5,0.7408692683852178,7.136069480096092,38,11.0,1597.7555224873797,145.25050204430724,13,86,1,4,Expired,0
CUST-0171,2023-12-18 17:10:26.719034,South America,Basic,5,50.0,49,369,12,0.5425733269659556,8.99877235375245,22,43.0,838.2762358033431,19.494796181473095,10,25,3,3,Active,1
CUST-0172,2023-12-19 17:10:26.719034,North America,Enterprise,44,26.0,28,197,18,0.6535867700444199,7.232626114850737,31,49.0,3732.0024026767564,76.16331434034197,18,66,4,7,Active,1
CUST-0173,2023-12-20 17:10:26.719034,Asia,Basic,27,286.0,33,316,2,0.2739887815430181,3.1917550500958267,21,38.0,1897.5867294775362,49.93649288098779,7,115,0,4,Active,0
CUST-0174,2023-12-21 17:10:26.719034,South America,Pro,32,68.0,37,39,7,0.5930561899673576,9.384933247831171,41,40.0,2371.1315316384726,59.27828829096181,5,73,0,8,Active,1
CUST-0175,2023-12-22 17:10:26.719034,South America,Basic,21,192.0,9,276,7,0.48922725474991924,1.9435217248539218,42,1.0,3155.6846790613863,3155.6846790613863,7,73,1,8,Active,1
CUST-0176,2023-12-23 17:10:26.719034,Europe,Enterprise,8,,18,485,19,0.1333444673163704,3.411484750961631,56,29.0,4540.284657906851,156.56153992782245,17,77,4,2,Active,1
CUST-0177,2023-12-24 17:10:26.719034,Asia,Basic,72,48.0,21,117,14,0.24254427658297073,5.68175146951497,44,10.0,2101.24789081812,210.12478908181203,4,70,4,9,Expired,1
CUST-0178,2023-12-25 17:10:26.719034,Asia,Basic,50,201.0,2,341,3,0.29169345072158603,6.091678234638112,8,28.0,3918.751282194613,139.9554029355219,16,94,2,5,Active,1
CUST-0179,2023-12-26 17:10:26.719034,North America,Enterprise,67,276.0,43,432,18,0.924309567052558,1.1377952796421489,30,31.0,1349.0155584605407,43.51663091808196,19,79,4,5,,0
CUST-0180,2023-12-27 17:10:26.719034,Asia,Enterprise,44,156.0,38,99,2,0.23038663938588944,8.02515453238846,6,19.0,3492.8792367088317,183.83574930046484,10,51,4,3,Active,1
CUST-0181,2023-12-28 17:10:26.719034,North America,Enterprise,58,136.0,40,214,12,0.28924390281966816,4.2544658658285055,8,3.0,17.881311178780226,5.960437059593409,3,53,0,9,Active,1
CUST-0182,2023-12-29 17:10:26.719034,Asia,Basic,3,55.0,36,388,7,0.3693541300894323,4.65776686901924,12,,4358.820995318268,121.07836098106299,3,15,4,2,Expired,1
CUST-0183,2023-12-30 17:10:26.719034,Europe,Basic,86,54.0,43,465,15,0.663742738625387,8.284325899932512,57,43.0,161.59410397276787,3.758002417971346,17,50,4,0,Active,1
CUST-0184,2023-12-31 17:10:26.719034,Asia,Pro,70,10.0,37,456,12,0.11823839247214052,4.413550525547901,2,15.0,3566.641236265295,237.77608241768633,10,71,0,6,Expired,0
CUST-0185,2024-01-01 17:10:26.719034,North America,Enterprise,2,177.0,15,457,2,0.9539452124937761,1.4250238884527935,34,33.0,240.8283644138066,7.2978292246608065,17,75,4,4,Expired,1
CUST-0186,2024-01-02 17:10:26.719034,North America,Pro,87,117.0,28,454,15,0.8655712200947645,2.587957934233153,32,41.0,1338.5660399760773,32.64795219453847,17,104,0,9,Active,1
CUST-0187,2024-01-03 17:10:26.719034,Europe,Pro,44,28.0,18,390,8,0.5772160730089502,9.603128551493642,20,,2491.0399937472,57.93116264528371,4,38,2,6,Active,0
CUST-0188,2024-01-04 17:10:26.719034,Asia,Basic,2,81.0,34,447,13,0.6740378674249567,1.6336482616226276,30,45.0,2105.4940398877084,46.788756441949076,6,40,3,0,Active,0
CUST-0189,2024-01-05 17:10:26.719034,Asia,Pro,81,118.0,22,229,12,0.01666047124421599,4.194380808712146,51,26.0,967.2622118590427,37.202392763809335,12,66,0,7,Active,1
CUST-0190,2024-01-06 17:10:26.719034,Europe,Basic,35,277.0,11,387,6,0.3389447753484487,5.528612503462101,33,16.0,1675.7364094290945,104.7335255893184,17,115,0,2,Active,1
CUST-0191,2024-01-07 17:10:26.719034,Asia,Basic,98,249.0,13,103,14,0.795660230661442,5.43952744604704,31,36.0,3641.2547866042255,101.14596629456182,17,112,4,6,Active,0
CUST-0192,2024-01-08 17:10:26.719034,Asia,Basic,87,99.0,4,466,6,0.07748297379238589,1.0356394871092847,56,33.0,3349.5928919724447,101.5028149082559,10,39,0,2,Active,0
CUST-0193,2024-01-09 17:10:26.719034,North America,Pro,30,112.0,22,112,5,0.2823138342107202,5.510464583117413,34,20.0,368.35477298193933,18.417738649096968,7,74,1,2,Active,1
CUST-0194,2024-01-10 17:10:26.719034,Asia,Basic,8,259.0,7,232,1,0.5852968283343113,4.453952121796683,14,13.0,3739.1059696087027,287.62353612374636,16,108,1,9,Active,1
CUST-0195,2024-01-11 17:10:26.719034,Asia,Basic,22,17.0,43,195,8,0.2564130276989418,9.748714019271015,55,33.0,274.6989471731715,8.324210520399136,13,17,2,8,,1
CUST-0196,2024-01-12 17:10:26.719034,Europe,Pro,44,162.0,24,478,16,0.9339779741445192,2.4324317559444686,31,,2719.202681607924,543.8405363215849,3,7,0,1,Active,0
CUST-0197,2024-01-13 17:10:26.719034,Europe,Basic,58,183.0,4,193,4,0.13105863080429037,4.187387770835455,5,37.0,1307.7131127305313,35.34359764136571,2,118,4,3,Active,0
CUST-0198,2024-01-14 17:10:26.719034,South America,Pro,36,167.0,28,171,11,0.7973943579077786,4.775333365808377,44,14.0,2942.5737365234963,210.18383832310687,16,104,4,5,Active,0
CUST-0199,2024-01-15 17:10:26.719034,North America,Basic,69,224.0,15,256,0,0.5079486919064082,4.5162418339085395,20,27.0,1314.0286957451003,48.667729472040755,6,39,3,2,,1
CUST-0200,2024-01-16 17:10:26.719034,Asia,Basic,77,186.0,1,40,9,0.750330775819956,6.9924774488667625,32,,4924.940268432897,214.12783775795205,6,68,2,9,,0
CUST-0201,2024-01-17 17:10:26.719034,Asia,Pro,93,184.0,3,61,10,0.31071532831144744,2.9396157179299194,31,14.0,1555.5436368003839,111.11025977145599,13,35,4,9,Active,1
CUST-0202,2024-01-18 17:10:26.719034,South America,Basic,31,155.0,14,354,15,0.5144896023120388,2.9896439753259263,51,40.0,1217.383572015735,30.434589300393373,7,51,3,6,Expired,1
CUST-0203,2024-01-19 17:10:26.719034,Asia,Basic,47,170.0,38,85,13,0.8568353497231763,7.562898536507678,18,4.0,1399.5418016675765,349.8854504168941,5,47,4,6,Active,1
CUST-0204,2024-01-20 17:10:26.719034,North America,Basic,55,136.0,1,394,7,0.4668780991231044,5.502614668103616,32,39.0,4483.399557723884,114.95896301856112,7,36,3,4,,1
CUST-0205,2024-01-21 17:10:26.719034,South America,Basic,80,91.0,38,448,16,0.3597198619102696,4.736401084515794,27,19.0,3184.7319550600305,167.617471318949,2,64,1,2,Active,0
CUST-0206,2024-01-22 17:10:26.719034,North America,Enterprise,62,156.0,38,287,17,0.5361553862527361,2.5228274650952662,30,47.0,3656.1136461296746,77.78965204531222,17,95,1,1,Active,1
CUST-0207,2024-01-23 17:10:26.719034,South America,Basic,30,248.0,21,49,11,0.7173627530363669,2.6877450062094996,20,4.0,4590.872445370808,1147.718111342702,13,89,4,3,Active,1
CUST-0208,2024-01-24 17:10:26.719034,South America,Enterprise,55,93.0,48,110,16,0.44356334549850274,1.0949647313431048,53,30.0,4560.243699376588,152.00812331255293,16,105,2,3,Active,0
CUST-0209,2024-01-25 17:10:26.719034,Europe,Basic,16,122.0,29,120,13,0.938876975142273,1.822836419755383,33,19.0,3697.3397744278504,194.59683023304476,2,13,0,7,Expired,0
CUST-0210,2024-01-26 17:10:26.719034,North America,Pro,12,234.0,5,394,15,0.29494582404234204,6.01154825221217,14,31.0,997.1438999182012,32.165932255425844,5,18,2,7,Active,0
CUST-0211,2024-01-27 17:10:26.719034,Asia,Pro,17,252.0,49,330,13,0.4754636061691204,9.02685817007569,13,31.0,4218.432870168277,136.07847968284764,18,21,2,4,,0
CUST-0212,2024-01-28 17:10:26.719034,Asia,Pro,16,152.0,10,258,8,0.7569276593414415,3.584482886175017,18,9.0,1026.842410613408,114.09360117926755,7,112,0,5,Active,1
CUST-0213,2024-01-29 17:10:26.719034,North America,Basic,12,50.0,28,200,3,0.6891210904957582,3.949725033065153,42,13.0,3717.0650823511755,285.92808325778276,11,65,1,7,Active,0
CUST-0214,2024-01-30 17:10:26.719034,Asia,Basic,8,267.0,21,499,10,0.8636410524171562,2.0404504955036096,14,14.0,3431.159302058923,245.08280728992307,11,100,1,0,Active,0
CUST-0215,2024-01-31 17:10:26.719034,Asia,Basic,84,294.0,7,191,5,0.9968091806811089,4.497678510463925,5,46.0,3796.8553622008285,82.54033396088758,17,114,0,4,Active,0
CUST-0216,2024-02-01 17:10:26.719034,North America,Enterprise,3,114.0,3,435,14,0.42685832879508956,1.3349953411239626,51,10.0,2668.1015467619404,266.81015467619403,16,8,3,3,Expired,0
CUST-0217,2024-02-02 17:10:26.719034,South America,Enterprise,16,211.0,45,414,4,0.11115087978331184,9.258406266357103,8,48.0,3197.243649423606,66.60924269632513,13,116,2,3,Active,1
CUST-0218,2024-02-03 17:10:26.719034,North America,Enterprise,30,275.0,47,344,10,0.030415880807967977,7.058002133120758,36,31.0,4767.067201366934,153.7763613344172,5,48,4,1,Active,0
CUST-0219,2024-02-04 17:10:26.719034,South America,Basic,23,219.0,20,218,17,0.7268769061397716,9.91673928453897,19,37.0,514.4320849293324,13.90356986295493,16,85,1,9,Active,1
CUST-0220,2024-02-05 17:10:26.719034,Asia,Pro,92,60.0,19,31,12,0.8740136713087157,8.945408464106443,33,23.0,1551.1479011602837,67.44121309392538,16,43,4,0,Active,1
CUST-0221,2024-02-06 17:10:26.719034,Asia,Enterprise,5,127.0,35,175,10,0.22071258594441867,5.256915343283374,37,27.0,3060.6714953609285,113.35820353188625,16,116,0,5,,1
CUST-0222,2024-02-07 17:10:26.719034,Asia,Basic,84,210.0,4,108,13,0.15844803718990597,5.6771652803533925,25,6.0,4820.6301093561315,803.4383515593553,14,53,4,6,Active,0
CUST-0223,2024-02-08 17:10:26.719034,Europe,Basic,65,48.0,5,217,17,0.06220509152569098,2.7151844186547445,17,26.0,486.91649383637974,18.727557455245375,6,117,4,4,Expired,1
CUST-0224,2024-02-09 17:10:26.719034,South America,Pro,30,37.0,1,17,18,0.8227029217172064,5.158354085556001,27,2.0,122.52061543513128,61.26030771756564,2,85,2,7,Active,0
CUST-0225,2024-02-10 17:10:26.719034,Europe,Pro,21,268.0,4,199,14,0.31138193989258434,9.127250861435305,54,45.0,288.19049636693677,6.404233252598595,14,27,0,8,Active,1
CUST-0226,2024-02-11 17:10:26.719034,Europe,Enterprise,84,93.0,12,184,8,0.4016968927597765,1.4576808127223901,50,13.0,271.5043754413821,20.88495195702939,16,19,4,1,,0
CUST-0227,2024-02-12 17:10:26.719034,North America,Basic,70,164.0,27,282,7,0.5027501916096123,8.772011226984787,8,,4540.001130309248,238.94742791101305,13,23,1,3,Active,0
CUST-0228,2024-02-13 17:10:26.719034,Europe,Pro,22,126.0,42,26,19,0.8394532342095508,4.068530214783488,31,1.0,3609.0769605897854,3609.0769605897854,15,115,0,8,Active,0
CUST-0229,2024-02-14 17:10:26.719034,North America,Basic,82,11.0,23,99,0,0.6508332215614849,9.09561488586679,58,40.0,3388.760767319429,84.71901918298572,12,50,1,4,Active,0
CUST-0230,2024-02-15 17:10:26.719034,North America,Basic,72,102.0,25,150,3,0.6150646298578113,9.467919157073363,52,,2617.6383731064293,81.80119915957592,9,51,3,2,Active,1
CUST-0231,2024-02-16 17:10:26.719034,Europe,Basic,32,175.0,21,154,13,0.1756720999559107,7.037783983017153,55,22.0,3911.943558691038,177.8156163041381,18,43,4,5,Expired,1
CUST-0232,2024-02-17 17:10:26.719034,South America,Enterprise,33,267.0,24,175,1,0.5131898917098298,6.979814079334101,58,48.0,786.6834838803381,16.389239247507046,14,99,0,2,Active,0
CUST-0233,2024-02-18 17:10:26.719034,South America,Pro,16,90.0,25,346,15,0.7153810171786552,5.07478903937866,5,29.0,1965.7865370443026,67.7857426567001,4,104,1,4,Expired,0
CUST-0234,2024-02-19 17:10:26.719034,South America,Pro,76,277.0,45,87,2,0.9732608830304917,8.519862020893367,13,2.0,2455.121211314074,1227.560605657037,8,116,4,2,Active,0
CUST-0235,2024-02-20 17:10:26.719034,South America,Basic,38,244.0,46,438,7,0.20140630921335223,9.654514825899549,27,40.0,560.9433934068641,14.0235848351716,8,51,2,5,Active,1
CUST-0236,2024-02-21 17:10:26.719034,South America,Enterprise,98,222.0,32,271,5,0.009543353067226645,7.975736203052073,57,38.0,2103.3734095942095,55.35193183142657,16,106,1,9,Active,0
CUST-0237,2024-02-22 17:10:26.719034,Europe,Basic,14,71.0,32,172,15,0.07530143359846975,6.597430603810383,23,48.0,1589.3438785204755,33.111330802509904,10,112,1,4,Active,1
CUST-0238,2024-02-23 17:10:26.719034,Europe,Enterprise,36,,5,375,15,0.37585246518197923,6.461136062392031,12,11.0,187.55490750937855,17.05044613721623,17,69,3,8,,0
CUST-0239,2024-02-24 17:10:26.719034,Asia,Basic,97,,36,23,6,0.8205446477459871,8.64522911425296,42,17.0,692.3096596188839,40.72409762464023,1,116,2,2,Active,0
CUST-0240,2024-02-25 17:10:26.719034,South America,Basic,23,232.0,46,248,12,0.0071420817682450455,5.870833891941685,11,43.0,3822.543747605684,88.896366223388,18,41,3,5,Active,1
CUST-0241,2024-02-26 17:10:26.719034,Europe,Basic,66,288.0,42,81,12,0.4567305928858403,8.234738976239404,50,8.0,100.00916842817584,12.50114605352198,10,72,2,7,Expired,0
CUST-0242,2024-02-27 17:10:26.719034,Asia,Basic,85,293.0,49,454,4,0.32923061534139453,5.579967296568212,18,22.0,4671.923962490842,212.3601801132201,4,11,1,6,Expired,0
CUST-0243,2024-02-28 17:10:26.719034,South America,Pro,2,,42,152,19,0.052481710099727574,1.5619984747653173,20,4.0,441.2589159117147,110.31472897792868,1,80,3,5,Active,0
CUST-0244,2024-02-29 17:10:26.719034,North America,Pro,91,116.0,39,319,17,0.4502362866726173,4.455523080137397,26,11.0,3998.198090075256,363.4725536432051,4,103,4,1,Expired,1
CUST-0245,2024-03-01 17:10:26.719034,Asia,Basic,73,155.0,16,292,14,0.25474870733671884,4.999968619043488,57,8.0,4494.09653930792,561.76206741349,4,111,2,6,Active,1
CUST-0246,2024-03-02 17:10:26.719034,Europe,Enterprise,65,108.0,33,278,17,0.35188483434700646,2.274555204879555,18,9.0,4706.266568403731,522.9185076004146,4,88,1,7,Active,0
CUST-0247,2024-03-03 17:10:26.719034,North America,Basic,75,82.0,49,250,1,0.705615304784293,1.9224669627029152,23,26.0,4338.7103472449035,166.87347489403476,17,85,0,0,Active,1
CUST-0248,2024-03-04 17:10:26.719034,North America,Pro,67,131.0,21,424,9,0.5215509839109671,5.819184546912587,25,2.0,1444.8746967329616,722.4373483664808,9,52,2,8,Active,1
CUST-0249,2024-03-05 17:10:26.719034,North America,Enterprise,52,39.0,9,254,12,0.12464742899281334,1.7662927290047392,44,16.0,1672.1047853790003,104.50654908618752,19,23,2,3,Active,0
CUST-0250,2024-03-06 17:10:26.719034,Asia,Pro,62,197.0,6,172,17,0.961414540423639,3.7265065110107556,27,31.0,2138.463036064279,68.98267858271868,13,49,4,7,Active,1
CUST-0251,2024-03-07 17:10:26.719034,Europe,Basic,23,297.0,45,69,14,0.6359107657097384,7.701372783667684,45,6.0,705.0904801414331,117.51508002357218,4,38,2,9,Active,0
CUST-0252,2024-03-08 17:10:26.719034,North America,Enterprise,26,,35,15,11,0.7658684256625315,9.679889616111828,55,21.0,121.13955078544707,5.768550037402242,5,47,2,6,Expired,1
CUST-0253,2024-03-09 17:10:26.719034,South America,Pro,68,165.0,39,206,14,0.07921315000837081,7.460835224967357,17,26.0,4346.916855262363,167.1891098177832,13,72,4,9,,1
CUST-0254,2024-03-10 17:10:26.719034,North America,Basic,82,181.0,22,479,12,0.047058379460018895,9.933629936075832,43,19.0,2775.102293890177,146.05801546790406,16,7,4,6,Expired,0
CUST-0255,2024-03-11 17:10:26.719034,North America,Basic,55,50.0,41,67,17,0.01944805036808117,7.285041741514624,35,28.0,3047.5274814692993,108.84026719533212,5,66,3,1,Active,0
CUST-0256,2024-03-12 17:10:26.719034,Asia,Pro,6,72.0,5,314,14,0.18879402777344445,3.6441502358889477,41,8.0,4635.672489340799,579.4590611675999,8,94,1,0,Active,0
CUST-0257,2024-03-13 17:10:26.719034,Asia,Pro,35,32.0,42,416,10,0.41440839771849514,7.048472864548257,28,14.0,3328.9496887869423,237.78212062763873,16,77,1,3,Active,0
CUST-0258,2024-03-14 17:10:26.719034,Europe,Pro,22,84.0,23,226,18,0.9358261334028228,7.319410886772134,16,24.0,3457.358986655669,144.0566244439862,1,62,3,1,Active,0
CUST-0259,2024-03-15 17:10:26.719034,South America,Enterprise,43,57.0,17,427,2,0.4570596592657763,4.345542861548145,3,48.0,3936.9735556993437,82.020282410403,6,87,1,7,Active,1
CUST-0260,2024-03-16 17:10:26.719034,Asia,Pro,15,169.0,12,35,6,0.2902551053725294,1.1594246554845011,43,,590.5787647884449,13.422244654282839,11,29,2,9,Active,1
CUST-0261,2024-03-17 17:10:26.719034,North America,Basic,86,127.0,23,312,13,0.5619352535196633,7.3287980629793825,44,37.0,1807.2091445368196,48.84349039288702,16,38,3,6,Active,1
CUST-0262,2024-03-18 17:10:26.719034,Europe,Basic,60,109.0,16,14,13,0.11193457813478924,1.1953008574798747,58,26.0,4841.357559239797,186.20605997076143,5,101,3,7,Active,1
CUST-0263,2024-03-19 17:10:26.719034,North America,Basic,12,176.0,3,483,12,0.6095058910049832,6.68069270254064,28,31.0,4615.421089722026,148.8845512813557,16,84,1,5,Active,1
CUST-0264,2024-03-20 17:10:26.719034,North America,Pro,49,299.0,30,29,11,0.5684319543305033,2.4725483986829957,3,32.0,4421.535728587822,138.17299151836943,7,33,0,0,Active,0
CUST-0265,2024-03-21 17:10:26.719034,Asia,Basic,42,165.0,22,399,8,0.7919930334057097,6.0904317497323905,9,41.0,2265.921666591473,55.26638211198714,19,29,1,8,Active,0
CUST-0266,2024-03-22 17:10:26.719034,Europe,Pro,38,,9,207,0,0.9866876116170241,5.5352172284254,24,2.0,4287.39283839816,2143.69641919908,1,114,0,5,Active,1
CUST-0267,2024-03-23 17:10:26.719034,South America,Pro,82,205.0,29,68,18,0.2508734717161105,1.1216227807556431,30,25.0,251.49545090937036,10.059818036374814,9,79,3,9,Active,1
CUST-0268,2024-03-24 17:10:26.719034,South America,Enterprise,45,65.0,47,457,10,0.5096564508037607,4.2657923529559305,2,44.0,751.101947043016,17.070498796432183,18,23,0,0,Active,0
CUST-0269,2024-03-25 17:10:26.719034,Asia,Basic,35,202.0,37,251,18,0.9088654063190036,6.409820506566724,46,2.0,2075.69881543543,1037.849407717715,13,106,2,0,Active,1
CUST-0270,2024-03-26 17:10:26.719034,Asia,Enterprise,30,56.0,23,155,17,0.7851898844228413,8.637458967089017,1,42.0,2422.1264127438108,57.669676493900255,15,3,4,7,Active,0
CUST-0271,2024-03-27 17:10:26.719034,Europe,Basic,88,157.0,13,397,11,0.48740630310080757,8.997779024528654,56,1.0,1324.9006960690756,1324.9006960690756,3,101,0,5,Expired,0
CUST-0272,2024-03-28 17:10:26.719034,South America,Enterprise,30,284.0,32,282,0,0.9453716496147778,5.354649730299009,24,36.0,1788.8185875304594,49.68940520917943,10,93,4,7,Expired,1
CUST-0273,2024-03-29 17:10:26.719034,South America,Basic,78,166.0,46,258,18,0.05723669351680938,7.5558023856949434,48,12.0,822.2527441165902,68.52106200971585,9,45,2,7,Active,0
CUST-0274,2024-03-30 17:10:26.719034,South America,Basic,6,211.0,47,23,19,0.930998619712584,3.848091188801119,5,9.0,2450.7788182623767,272.30875758470853,13,8,4,7,Active,1
CUST-0275,2024-03-31 17:10:26.719034,North America,Pro,67,135.0,48,471,16,0.05050739238280655,4.079677651827917,25,36.0,3971.2780314106276,110.31327865029522,16,86,2,9,Active,0
CUST-0276,2024-04-01 17:10:26.719034,South America,Basic,80,73.0,23,22,4,0.5473047441146843,2.750171672640824,7,41.0,3310.1883643699157,80.73630156999795,3,117,4,6,Active,0
CUST-0277,2024-04-02 17:10:26.719034,North America,Basic,7,185.0,45,400,2,0.8904409480010858,6.057532989939154,34,28.0,547.883314354051,19.56726122693039,15,29,4,6,Active,0
CUST-0278,2024-04-03 17:10:26.719034,Europe,Pro,52,125.0,17,393,1,0.2627209435613028,3.831077358346287,26,38.0,2443.032200949613,64.2903210776214,17,2,1,9,Active,0
CUST-0279,2024-04-04 17:10:26.719034,North America,Pro,14,213.0,40,53,2,0.4722484989451585,1.7593380679465453,24,33.0,3491.2554500708275,105.79561969911599,14,105,0,3,Active,1
CUST-0280,2024-04-05 17:10:26.719034,Europe,Pro,73,40.0,21,384,7,0.3243288791369666,7.165054779968608,17,42.0,2654.1775298041666,63.194703090575395,7,113,4,8,Expired,1
CUST-0281,2024-04-06 17:10:26.719034,South America,Pro,15,,2,408,15,0.9521439170763514,7.369778868448583,53,46.0,1964.4612267123894,42.70567884157368,16,50,3,1,Expired,0
CUST-0282,2024-04-07 17:10:26.719034,South America,Pro,21,76.0,37,28,5,0.8236455947530908,4.239931769011521,0,22.0,3113.352962206552,141.51604373666146,8,109,1,8,Active,1
CUST-0283,2024-04-08 17:10:26.719034,Europe,Basic,35,,6,72,12,0.7090015113263796,1.6905105951042052,47,25.0,4843.506939848375,193.740277593935,4,65,0,9,Active,1
CUST-0284,2024-04-09 17:10:26.719034,Asia,Basic,66,54.0,44,248,15,0.5876269866151087,4.836679456630833,38,18.0,483.59046973272916,26.866137207373843,15,108,1,2,Active,1
CUST-0285,2024-04-10 17:10:26.719034,Europe,Basic,91,269.0,18,428,15,0.8205917893241481,4.981019122451939,2,6.0,1956.1801431303277,326.0300238550546,5,20,0,1,Active,0
CUST-0286,2024-04-11 17:10:26.719034,Asia,Enterprise,2,163.0,30,346,2,0.3922670415235471,7.018037964081037,54,18.0,2038.9632067000173,113.27573370555652,13,52,2,3,,1
CUST-0287,2024-04-12 17:10:26.719034,North America,Pro,35,164.0,22,428,12,0.4475518551060619,3.8387475213281514,3,,2889.066879237171,180.5666799523232,6,85,4,4,Active,0
CUST-0288,2024-04-13 17:10:26.719034,North America,Basic,82,243.0,33,412,13,0.7300017210808615,7.143393518031749,40,15.0,769.3512633907703,51.290084226051356,5,37,3,1,Active,1
CUST-0289,2024-04-14 17:10:26.719034,North America,Basic,78,60.0,30,413,7,0.35775476329371425,8.843396875816495,36,48.0,891.448719053643,18.57184831361756,17,72,1,0,Expired,1
