login_frequency,session_duration,app_visits,pages_viewed,cart_activity,email_open_rate,feature_usage_score,last_login_days,purchase_count,total_spend,avg_order_value,purchase_frequency,last_purchase_days,payment_failures,refund_count,subscription_status,churn,region_Europe,region_North America,region_South America,plan_type_Enterprise,plan_type_Pro,engagement_score,customer_value_score,friction_score,adoption_score
62,197.0,6,172,17,0.961414540423639,3.726506511010756,27,31.0,2138.463036064279,68.98267858271868,13,49,4,7,1,1,0,0,0,0,1,0.4848986072588557,29.346054259539173,11,3.586700149292953
23,297.0,45,69,14,0.6359107657097384,7.701372783667684,45,6.0,705.0904801414331,117.51508002357218,4,38,2,9,1,0,1,0,0,0,0,0.6664328080477149,2.9772099276852293,11,4.542069157364904
26,151.0,35,15,11,0.7658684256625315,9.679889616111828,55,21.0,121.13955078544708,5.768550037402242,5,47,2,6,0,1,0,1,0,1,0,0.4708412360586274,0.6393822555252381,8,4.990245409258319
68,165.0,39,206,14,0.0792131500083708,7.460835224967357,17,26.0,4346.916855262363,167.1891098177832,13,72,4,9,0,1,0,0,1,0,1,0.6790748244164393,59.652589614553555,13,5.794545868996705
82,181.0,22,479,12,0.0470583794600188,9.933629936075832,43,19.0,2775.102293890177,146.05801546790406,16,7,4,6,0,0,0,1,0,0,0,0.6476123600347203,46.8709326386288,10,9.766414166434709
55,50.0,41,67,17,0.0194480503680811,7.285041741514624,35,28.0,3047.5274814693,108.84026719533212,5,66,3,1,1,0,0,1,0,0,0,0.523409854465755,16.085043920363237,4,4.313863556128053
6,72.0,5,314,14,0.1887940277734444,3.644150235888948,41,8.0,4635.672489340799,579.4590611675999,8,94,1,0,1,0,0,0,0,0,1,0.12709547181596872,39.14779888673105,1,4.968367703114815
35,32.0,42,416,10,0.4144083977184951,7.048472864548257,28,14.0,3328.9496887869423,237.7821206276388,16,77,1,3,1,0,0,0,0,0,1,0.4306640219683698,56.2253063478214,4,7.692573105620822
22,84.0,23,226,18,0.9358261334028228,7.319410886772134,16,24.0,3457.358986655669,144.0566244439862,1,62,3,1,1,0,1,0,0,0,1,0.31398615187435064,3.6496321353602332,4,5.9242345015022995
43,57.0,17,427,2,0.4570596592657763,4.345542861548145,3,48.0,3936.973555699344,82.020282410403,6,87,1,7,1,1,0,0,1,1,0,0.33500964184194004,24.935516260362427,8,6.4513285450025295
15,169.0,12,35,6,0.2902551053725294,1.1594246554845011,43,0.0,590.5787647884449,13.42224465428284,11,29,2,9,1,1,0,0,0,0,1,0.30364066575246695,6.857647040494373,11,0.9304137305478618
86,127.0,23,312,13,0.5619352535196633,7.3287980629793825,44,37.0,1807.20914453682,48.84349039288702,16,38,3,6,1,1,0,1,0,0,0,0.6157158231692393,30.52340746645336,9,6.790651536499711
60,109.0,16,14,13,0.1119345781347892,1.1953008574798747,58,26.0,4841.357559239797,186.20605997076143,5,101,3,7,1,1,1,0,0,0,0,0.4497479745926951,25.552993188107266,10,0.7379309898621819
12,176.0,3,483,12,0.6095058910049832,6.68069270254064,28,31.0,4615.421089722026,148.8845512813557,16,84,1,5,1,1,0,1,0,0,0,0.2434408241861658,77.95355561182386,6,8.180025709987754
49,299.0,30,29,11,0.5684319543305033,2.472548398682996,3,32.0,4421.535728587822,138.17299151836943,7,33,0,0,1,0,0,1,0,0,1,0.681653267367553,32.67200560163663,0,1.5268553616661473
42,165.0,22,399,8,0.7919930334057097,6.090431749732391,9,41.0,2265.921666591473,55.26638211198714,19,29,1,8,1,0,0,0,0,0,0,0.4699426867128731,45.446779084231835,9,7.043211866850164
38,151.0,9,207,0,0.986687611617024,5.5352172284254,24,2.0,4287.39283839816,2143.69641919908,1,114,0,5,1,1,1,0,0,0,1,0.36014241107408806,4.525826430036735,5,4.841756910805886
82,205.0,29,68,18,0.2508734717161105,1.1216227807556431,30,25.0,251.4954509093704,10.059818036374814,9,79,3,9,1,1,0,0,1,0,1,0.7145497704503916,2.389336180508256,12,1.2421741158287234
45,65.0,47,457,10,0.5096564508037607,4.2657923529559305,2,44.0,751.101947043016,17.070498796432183,18,23,0,0,1,0,0,0,1,1,0,0.5347906751633459,14.271709892413078,0,6.712054493111232
35,202.0,37,251,18,0.9088654063190036,6.409820506566724,46,2.0,2075.69881543543,1037.849407717715,13,106,2,0,1,1,0,0,0,0,0,0.5706203389433202,28.484743031302195,2,5.719940313403603
30,56.0,23,155,17,0.7851898844228413,8.637458967089017,1,42.0,2422.1264127438108,57.669676493900255,15,3,4,7,1,0,0,0,0,1,0,0.31821573871263314,38.352411881325175,11,5.8718356959693585
88,157.0,13,397,11,0.4874063031008075,8.997779024528654,56,1.0,1324.9006960690756,1324.9006960690756,3,101,0,5,0,0,1,0,0,0,0,0.5926724759022896,4.195746095674167,5,8.476845424087974
30,284.0,32,282,0,0.9453716496147778,5.354649730299009,24,36.0,1788.8185875304594,49.68940520917943,10,93,4,7,0,1,0,0,1,1,0,0.6020803213349797,18.882996606886824,11,5.502976167754715
78,166.0,46,258,18,0.0572366935168093,7.555802385694943,48,12.0,822.2527441165902,68.52106200971585,9,45,2,7,1,0,0,0,1,0,0,0.763339352159228,7.811824126186476,9,6.363071533528833
6,211.0,47,23,19,0.930998619712584,3.848091188801119,5,9.0,2450.7788182623767,272.30875758470853,13,8,4,7,1,1,0,0,1,0,0,0.5237032119019696,33.631952933459615,11,2.154506516244247
67,135.0,48,471,16,0.0505073923828065,4.079677651827917,25,36.0,3971.278031410628,110.31327865029522,16,86,2,9,1,0,0,1,0,0,1,0.7000361267442012,67.07410588406952,11,6.75927770366947
80,73.0,23,22,4,0.5473047441146843,2.750171672640824,7,41.0,3310.188364369916,80.73630156999795,3,117,4,6,1,0,0,0,1,0,0,0.5372927969201261,10.482830861934293,10,1.595526718083939
7,185.0,45,400,2,0.8904409480010858,6.057532989939154,34,28.0,547.883314354051,19.56726122693039,15,29,4,6,1,0,0,1,0,0,0,0.48941176146145093,8.67528896281213,10,7.036782527033706
52,125.0,17,393,1,0.2627209435613028,3.831077358346287,26,38.0,2443.032200949613,64.2903210776214,17,2,1,9,1,0,1,0,0,0,1,0.4396007029547403,43.84122987118959,10,5.85341443067615
14,213.0,40,53,2,0.4722484989451585,1.7593380679465451,24,33.0,3491.2554500708275,105.795619699116,14,105,0,3,1,1,0,1,0,0,1,0.5151759903312698,51.59579142783031,3,1.4107311582217696
73,40.0,21,384,7,0.3243288791369666,7.165054779968608,17,42.0,2654.1775298041666,63.1947030905754,7,113,4,8,0,1,1,0,0,0,1,0.46365470278513754,19.612484992673824,12,7.430222780765867
15,151.0,2,408,15,0.9521439170763514,7.369778868448583,53,46.0,1964.461226712389,42.70567884157368,16,50,3,1,0,0,0,0,1,0,1,0.22435597528765228,33.17936424583502,4,7.773065786929703
21,76.0,37,28,5,0.8236455947530908,4.239931769011521,0,22.0,3113.352962206552,141.51604373666146,8,109,1,8,1,1,0,0,1,0,1,0.38763327769538947,26.29195999245455,9,2.400527006750249
35,151.0,6,72,12,0.7090015113263796,1.6905105951042052,47,25.0,4843.506939848375,193.740277593935,4,65,0,9,1,1,1,0,0,0,0,0.32965385201410047,20.4514702045564,9,1.5666981833236457
66,54.0,44,248,15,0.5876269866151087,4.836679456630833,38,18.0,483.5904697327292,26.866137207373843,15,108,1,2,1,1,0,0,0,0,0,0.5902350237753965,7.657263790812248,3,4.903309668195176
91,269.0,18,428,15,0.8205917893241481,4.981019122451939,2,6.0,1956.180143130328,326.0300238550546,5,20,0,1,1,0,1,0,0,0,0,0.7477805148612602,10.324843240863403,1,6.7790867155345875
2,163.0,30,346,2,0.3922670415235471,7.018037964081037,54,18.0,2038.9632067000173,113.27573370555652,13,52,2,3,0,1,0,0,0,1,0,0.3552994279702354,27.980621543567384,5,6.9759528497759895
35,164.0,22,428,12,0.4475518551060619,3.838747521328152,3,0.0,2889.066879237171,180.5666799523232,6,85,4,4,1,0,0,1,0,0,1,0.4406565139484394,18.298414537279292,8,6.2079509149726935
82,243.0,33,412,13,0.7300017210808615,7.143393518031749,40,15.0,769.3512633907703,51.29008422605136,5,37,3,1,1,1,0,1,0,0,0,0.7771666566697623,4.060684911645529,4,7.699953272041927
78,60.0,30,413,7,0.3577547632937142,8.843396875816495,36,48.0,891.448719053643,18.57184831361756,17,72,1,0,0,1,0,1,0,0,0,0.5590256534355913,15.99741837017822,1,8.55997499101446
20,271.0,17,109,11,0.0639009420483738,3.1373743812597983,50,8.0,1433.9533161292948,179.24416451616185,7,27,1,9,0,0,0,0,1,1,0,0.45679606797619215,10.595895555959926,10,2.660871559367374
82,134.0,43,172,7,0.0743346088860714,9.810276005079098,14,13.0,4779.791515909913,367.6762704546087,6,47,1,4,0,1,0,1,0,0,0,0.7290265979706974,30.27365243375182,5,6.6285848963271246
10,254.0,32,425,8,0.1153628013057038,4.477313234231263,7,43.0,3673.201820342204,85.42329814749311,2,99,1,8,1,0,0,0,0,0,1,0.49117190607873834,7.754957153669591,9,6.497173651183768
25,39.0,42,131,0,0.8696813233436628,3.405328166323556,37,7.0,3311.849575440601,473.12136792008585,11,6,4,4,1,1,0,1,0,0,1,0.3972833929355668,38.45633604472456,8,3.01528933366278
66,131.0,14,441,5,0.4722264257562043,4.793600642592615,49,17.0,4086.618860097368,240.3893447116099,7,60,0,9,1,1,1,0,0,0,1,0.48381907947125335,30.19720804823145,9,6.815637996647009
25,134.0,10,53,18,0.7128823693447365,1.8495772831347328,18,32.0,646.6065798942977,20.206455621696804,8,45,4,8,1,1,1,0,0,0,0,0.2966827513411364,5.460529061693602,12,1.4558507658158635
54,46.0,47,369,10,0.3929093356048933,2.131353158609041,55,22.0,4298.070770421521,195.36685320097823,5,44,2,9,0,0,0,0,1,1,0,0.5520907663764807,22.68549095469611,11,4.763071368883678
33,179.0,36,417,10,0.2587109474156345,4.729906422714983,46,13.0,2978.215242298645,229.09348017681884,18,83,4,5,1,1,1,0,0,1,0,0.5333401588059974,56.58915424541529,9,6.543309924784345
36,133.0,34,326,12,0.3471921675622119,7.862000697451901,25,47.0,1683.291747220088,35.81471802595932,16,18,4,2,0,0,0,0,0,0,1,0.48706262681417956,28.430466966503413,6,7.197533414858215
95,44.0,9,390,10,0.7941823453171836,9.10281015617042,38,23.0,4081.117726170995,177.43990113786936,14,65,2,3,1,1,0,1,0,0,1,0.48308758184534584,60.31311715894863,5,8.459220709347736
14,96.0,42,154,17,0.6252161250314382,6.983361916446438,9,29.0,4014.797026399634,138.44127677240118,12,25,4,3,0,0,0,0,1,1,0,0.41002958394262745,50.856849870844286,7,5.034767130567909
65,143.0,28,336,14,0.937639779957902,1.946975997143528,37,22.0,4230.0858227664685,192.2766283075668,17,27,0,0,1,0,0,1,0,0,1,0.5775330949243993,75.91065105841795,0,4.340221465505632
80,205.0,11,372,0,0.679704778576834,7.048177859624816,13,1.0,586.434321533841,586.434321533841,5,7,3,2,0,0,0,1,0,0,0,0.5962648807369304,3.0952376559808465,5,7.251543839632047
54,283.0,14,59,6,0.5701816317546939,6.718851286326747,48,29.0,4847.112612528922,167.14181422513525,14,44,2,2,1,0,0,0,0,0,1,0.5878425921904182,71.63343243135483,4,3.9506080078928325
52,210.0,39,74,12,0.6101960089858345,8.251875264639981,40,48.0,4798.534507410758,99.9694689043908,6,106,1,0,1,0,1,0,0,0,1,0.6595788614422154,30.392364475558804,1,4.867420598251854
3,294.0,47,364,11,0.9423714394684146,8.427237999869629,18,5.0,1793.7735310536902,358.75470621073805,15,29,0,8,0,1,1,0,0,0,0,0.5948595917540016,28.40295243172623,8,7.860913589113171
99,86.0,19,297,17,0.7882009298667061,8.81382768201081,29,35.0,338.81115087747907,9.680318596499404,7,95,3,0,1,0,0,1,0,0,1,0.6026141560303051,2.5035735316564867,3,7.382865744813021
41,68.0,15,173,18,0.0240412373664378,4.727183631211885,4,10.0,843.6077906492407,84.36077906492406,14,44,0,8,1,0,0,0,1,1,0,0.3257207250996071,12.467323642086379,8,4.097058749473678
6,135.0,28,150,14,0.5341396961356972,7.280779558169298,54,19.0,4964.225818969038,261.2750431036336,18,107,0,0,0,0,1,0,0,1,0,0.3311225006877181,94.32539884588441,0,5.143395791108698
25,118.0,24,463,7,0.6883384115465648,3.4142532303007966,30,37.0,2819.434586426599,76.20093476828646,1,36,1,1,1,1,0,0,1,0,0,0.3663435253497365,2.976231021969201,2,6.346405172264626
13,233.0,8,323,18,0.748698478439155,9.994026519851538,6,7.0,1789.5427761419996,255.64896802028565,6,19,3,1,1,0,1,0,0,0,0,0.3352841085760341,11.334384740406598,4,8.233486205817552
98,287.0,43,137,9,0.2131421193139366,2.57800817239174,18,46.0,1448.1314423116935,31.481118311123776,3,6,0,5,1,0,0,0,1,1,0,0.9471847683027808,4.585997926583856,5,2.661749577177834
8,77.0,9,407,6,0.8671773544513522,1.0910298849475222,30,35.0,1292.3887592016283,36.92539312004652,5,25,1,6,0,1,0,0,0,1,0,0.1646827982231709,6.821310088373473,7,4.623671255099012
21,78.0,47,430,17,0.9558431471751636,2.339278430663584,51,45.0,3324.122297621865,73.86938439159701,12,31,2,0,1,1,0,0,1,0,0,0.4508644564545185,42.10782949445511,2,5.47825644980073
98,174.0,33,377,15,0.2367153058448697,7.98285060589714,57,13.0,2102.745279283233,161.74963686794098,11,9,1,2,1,0,0,0,0,1,0,0.7725823520854578,24.416531377581137,3,7.768980413169011
68,171.0,33,472,19,0.8826154575172458,5.021053088573903,38,10.0,4827.399389849372,482.7399389849372,13,84,4,1,1,1,0,0,0,1,0,0.6483601974285204,66.24623481344464,5,7.239985462122622
25,51.0,19,248,5,0.0969787625160953,5.027502230293854,23,2.0,3422.3767229203536,1711.1883614601768,16,74,1,7,1,0,0,0,1,0,1,0.2685072001842188,57.80327060273736,8,4.998721055026687
79,118.0,3,333,8,0.0557068361152451,9.595206276505015,33,6.0,3962.302509334316,660.3837515557194,18,37,1,8,1,0,0,0,0,0,1,0.45595391496012616,75.2878249641405,9,8.134276484945895
68,60.0,10,305,12,0.1292238001027493,9.276714172252667,56,8.0,1470.780327429968,183.847540928746,17,27,1,1,1,1,0,1,0,0,0,0.3961726334397142,26.393765256068612,2,7.694469310575231
45,259.0,40,196,7,0.0577410794670359,3.800752640236083,22,36.0,405.14018145204295,11.253893929223416,17,13,0,1,1,0,0,0,0,0,0,0.6865823617376412,7.270409214495986,1,3.8643041758294645
60,30.0,47,217,15,0.8450122371557759,2.8815231590277954,47,25.0,2444.235958535586,97.76943834142344,11,41,3,9,1,1,1,0,0,0,0,0.5602796789132192,28.3818323425933,12,3.6151102769086876
12,148.0,42,229,12,0.0590501444582719,8.636339889403658,44,44.0,1579.761917265674,35.90367993785623,10,66,1,8,1,0,0,0,1,1,0,0.45412268890529756,16.67616779664573,9,6.6127591230585425
32,151.0,1,409,12,0.2716641913636555,9.15417163939927,39,47.0,1018.3949933895392,21.667978582756152,16,114,1,3,1,1,0,1,0,0,0,0.28692039499492916,17.200491398017967,4,8.675282212485206
96,289.0,29,199,16,0.1037563435358563,5.874372305186382,5,40.0,4763.684232696298,119.09210581740744,2,85,4,4,1,1,0,0,1,0,0,0.8553963634708976,10.05721137172081,8,4.931174128545095
92,134.0,34,397,19,0.2954220363137649,6.664813400053904,37,7.0,2225.5011895667312,317.92874136667587,17,97,4,8,1,1,1,0,0,0,0,0.7143285975584113,39.93754531457904,12,7.3103626118506
13,120.0,13,438,4,0.0905594676009204,3.3122285622306404,40,46.0,881.7958743234403,19.16947552877044,10,24,2,5,1,1,1,0,0,0,1,0.25251842705258853,9.30834944297156,7,6.04489183622554
31,148.0,1,355,16,0.668003250743014,8.207224191806722,35,23.0,1001.2667568788844,43.53333725560366,13,117,2,9,1,1,1,0,0,1,0,0.27986995750970906,13.740349063839203,11,7.660726324360275
78,151.0,34,293,8,0.1333268163425751,6.689101856041208,26,19.0,1410.741614898324,74.24955867885916,12,44,4,8,1,1,0,0,0,0,0,0.6748197971800457,17.87036157585689,12,6.280422671507578
20,108.0,29,361,1,0.8518459258388879,5.5316216016819695,10,46.0,4996.588178266667,108.62148213623188,15,106,3,8,1,0,0,0,0,0,0,0.36672030522962196,79.11693081170009,11,6.38304526977886
18,261.0,48,246,17,0.817191050726641,1.5409770047055624,4,0.0,1347.377387592791,61.244426708763214,7,98,2,6,1,0,0,0,1,0,1,0.6284777334466776,9.956160994091992,8,3.2354183620722203
93,113.0,47,203,8,0.0136616854706094,9.243414662600385,56,13.0,1650.7210048464838,126.9785388343449,13,60,3,9,1,1,0,0,1,0,0,0.7768906042197967,22.652787239540498,12,6.655775467572738
60,223.0,13,296,5,0.8957263555151146,6.539062783459654,16,21.0,3300.047358640167,157.14511231619844,12,9,4,8,1,0,0,1,0,0,0,0.5457618985569296,41.802863751631506,12,6.235463255457282
63,258.0,48,268,10,0.028944316743367,2.734219852236712,51,1.0,1476.8672682873885,1476.8672682873885,12,2,2,4,1,0,0,1,0,0,0,0.8072858818200433,18.707998548512247,6,4.052480667601322
6,161.0,49,255,5,0.2396457849575566,6.457475052847475,6,19.0,1086.86321278787,57.20332698883527,2,119,1,4,0,1,0,0,1,0,0,0.48578088578088574,2.294613271830618,5,5.78384774686462
32,259.0,29,145,5,0.032389137775995,7.097170188159761,26,33.0,801.5995613814974,24.29089579943932,5,56,4,7,1,0,0,0,0,0,0,0.5667101704368784,4.230893479965878,11,5.001490905703127
93,284.0,39,289,12,0.335843487039316,5.73193303014903,46,4.0,1570.286498488683,392.5716246221708,2,30,2,9,1,1,1,0,0,0,0,0.899482918737577,3.3152288140898016,11,5.761758098240848
43,174.0,24,280,10,0.5138665257132716,7.462915641604202,56,42.0,538.5192912475799,12.82188788684714,13,22,3,3,1,0,0,0,1,0,0,0.49525808904690893,7.390081602647365,6,6.537069043246991
2,17.0,26,180,13,0.7966448690151381,6.233085531357618,14,3.0,103.04646620976663,34.348822069922214,3,110,3,8,1,0,0,1,0,1,0,0.1843213377374868,0.32633148246916366,11,4.9201499801076665
60,293.0,17,168,1,0.3379815504698361,9.529926238289336,45,27.0,4025.16206970004,149.080076655557,11,75,2,6,1,1,0,0,0,0,0,0.6404858081876716,46.739135235715054,8,6.448329852611602
23,151.0,7,210,7,0.7054900246731167,1.4832737073937614,12,41.0,698.095762648737,17.026725918261878,16,119,3,6,1,0,0,0,1,0,1,0.2872914525088438,11.790700306241051,9,2.845845270530548
83,154.0,13,496,2,0.1875044571189803,1.9562113762260445,10,35.0,3882.124480578059,110.91784230223026,1,107,2,2,0,1,0,0,1,0,1,0.5694604222554533,4.098019995167315,4,5.948045567872541
31,110.0,5,54,2,0.7505984567441264,2.5630447325890584,59,28.0,3989.736970143432,142.49060607655116,19,81,2,3,1,1,0,0,0,0,0,0.26623266312707305,80.02072505844998,5,1.8226045306231864
5,173.0,26,459,0,0.2359966059092375,7.21153963543899,44,6.0,2694.218436382924,449.03640606382055,11,100,3,6,1,1,0,0,1,0,1,0.3529642889891337,31.284563869012704,9,8.204968214513082
83,156.0,49,273,18,0.1435447559437679,6.810362854748278,25,0.0,1555.3129719816277,259.2188286636046,9,13,0,4,1,0,0,0,0,0,0,0.7918752744839701,14.776273457561246,4,6.140652369257907
34,73.0,3,80,17,0.1854088503740543,9.028529741887246,21,44.0,733.7133414119434,16.675303213907803,14,71,1,2,1,1,1,0,0,1,0,0.2289852314697035,10.843239938383507,3,5.315868077356448
10,100.0,7,373,16,0.1820631288818553,7.595897075955086,27,23.0,3686.657482537785,160.2894557625124,9,16,4,0,1,0,0,0,0,0,0,0.18359563142171836,35.02514290544098,4,7.535423487877342
89,126.0,49,380,19,0.5128628793769912,5.57519938808133,23,33.0,3010.921060049112,91.24003212270036,7,97,1,6,1,1,0,0,0,0,0,0.7860173642782339,22.248566059066814,7,6.595214924501587
2,276.0,39,112,12,0.8447975811881461,9.926486132172672,28,16.0,3280.712747902885,205.0445467439303,16,45,4,5,1,1,0,0,0,0,0,0.5237793952079666,55.41059389133001,9,6.085487555064292
11,182.0,1,499,2,0.0796050769925056,3.3949716055236925,8,24.0,53.258758327203886,2.219114930300162,3,65,4,9,1,0,0,0,1,1,0,0.2331755890762102,0.16866186875349737,13,6.697485802761847
50,56.0,49,134,0,0.7069563184934227,8.498724938069085,41,5.0,4638.309908382044,927.6619816764088,19,11,1,6,0,1,0,0,1,0,1,0.5582074929901018,93.02892012482232,7,5.592047839776026
31,149.0,17,322,3,0.6543464596528576,4.8411133497452745,3,41.0,340.7880353582857,8.311903301421601,4,70,2,1,1,0,0,0,0,0,1,0.3788324856647838,1.438960744302655,3,5.64700958068426
56,255.0,43,473,12,0.8725199518293624,6.838616249881608,48,42.0,1840.361366848628,43.8181277821102,7,20,3,3,0,1,0,0,1,0,0,0.7453807751944398,13.598962120321524,6,8.158787082856636
79,158.0,25,492,16,0.2441475605069072,7.545416234071906,45,13.0,2019.531131761984,155.3485485970757,12,99,0,1,1,1,0,1,0,0,1,0.6307815717753606,25.582113093677485,1,8.702567836474831
73,255.0,3,295,10,0.4501098586850296,6.703786784713027,55,47.0,16.76406724476474,0.3566822818035051,18,108,0,7,1,1,0,1,0,0,0,0.5691696846976351,0.3185345282036459,7,6.307805216003809
87,14.0,15,467,1,0.9258273744435174,2.2645657279773395,17,12.0,2490.4756536604773,207.53963780503972,5,63,0,6,0,0,0,0,1,1,0,0.45739870895150403,13.144888935475763,6,5.81164158142354
83,193.0,29,239,15,0.6599934501353172,4.986559096731394,42,5.0,3766.5168826099393,753.3033765219878,10,101,1,0,1,1,0,0,1,0,0,0.7065500407115314,39.759831438409826,1,4.888069127524014
9,29.0,43,155,1,0.3887684128615969,6.052945401398119,15,37.0,4118.110579042713,111.30028592007332,12,105,1,1,0,0,0,0,0,0,0,0.32872593245264053,52.16555907876768,2,4.5795789131239095
99,55.0,32,379,18,0.1314123828552684,8.64139383260737,32,31.0,4398.190996596363,141.87712892246333,8,90,2,1,1,1,1,0,0,0,0,0.6511023138352331,37.14229100439964,3,8.118292106684446
21,21.0,26,206,18,0.262485007900591,4.992811739187151,28,0.0,2443.7171528936938,87.2756126033462,19,12,0,3,1,0,0,0,1,0,0,0.265102392431585,49.01275945649481,3,4.560534126106601
73,79.0,16,382,15,0.5812154774893833,9.268725743238264,38,28.0,3156.874590742956,112.74552109796272,15,62,2,2,1,0,0,1,0,0,1,0.4721728926697871,49.98655475818458,4,8.462018182240374
28,26.0,25,230,18,0.7181679475605137,4.963368007226896,59,30.0,406.8033693495288,13.56011231165096,1,94,0,0,1,0,0,0,0,0,0,0.2922794941428482,0.42942681257030924,0,4.786293222050322
62,156.0,28,432,8,0.1244218868518934,5.939018733367105,9,18.0,2445.3107391659323,135.85059662032958,3,92,1,1,0,1,0,0,1,0,1,0.5784553610640567,7.743903386122651,2,7.298166681312811
7,163.0,9,69,0,0.599597260044054,8.166571146485209,8,44.0,782.5306168099589,17.784786745680886,18,91,3,8,0,1,0,1,0,0,0,0.24693001960082706,14.868886958700955,11,4.774668338773667
80,117.0,1,107,9,0.550351278838751,6.247609159799293,58,27.0,1854.519156936382,68.68589470134748,18,42,3,0,1,0,0,1,0,0,1,0.4467460765597412,35.237772318279895,3,4.195948868476801
16,245.0,29,180,18,0.513955446690708,9.641962651445422,30,35.0,1653.2335111943505,47.23524317698144,2,83,3,8,1,1,1,0,0,0,0,0.48801688304793894,3.4903486580349434,11,6.624588540151569
97,79.0,22,391,0,0.690123117682008,6.943022474627148,27,26.0,2123.4674804351257,81.67182617058175,5,69,3,6,1,0,0,0,0,0,0,0.6058772835170351,11.207796449400496,9,7.389346908656259
4,192.0,16,182,1,0.8374495950834618,5.70438508660841,59,39.0,2862.4667236909213,73.39658265874156,1,58,4,1,1,0,0,0,0,0,1,0.30676294030331297,3.021656293576597,5,4.675839837893383
4,259.0,41,160,15,0.3229896831768684,1.2123277100271628,56,0.0,4515.354468844349,92.15009120090508,10,5,0,1,1,1,1,0,0,0,0,0.5270482450606674,47.664656275619826,1,2.2093702678392324
40,237.0,44,462,11,0.8890121901109594,4.723596078222968,2,18.0,1978.478310424052,109.91546169022509,10,105,3,4,1,0,1,0,0,0,0,0.6687965588586707,20.885068772744066,7,6.991056556145552
17,111.0,41,359,7,0.1606336126185507,3.693235773341444,53,33.0,4905.844666600638,148.66195959395873,5,27,4,4,1,0,0,0,0,1,0,0.431078514308328,25.893360243204732,8,5.443812275448277
52,84.0,7,399,17,0.1730238697511643,7.732951010987403,54,25.0,3797.549959775502,151.90199839102007,18,28,4,3,1,0,0,0,0,1,0,0.3372390894130025,72.15735698892681,7,7.86447149747767
93,225.0,14,449,1,0.2667720636239239,2.874499076381912,13,31.0,2562.290423474032,82.65452978948491,15,26,4,9,0,1,0,0,1,0,0,0.6872243698330656,40.57179557747766,13,5.93624753418294
52,212.0,29,131,12,0.1195308695470778,2.8469807856466463,57,37.0,3223.691921188601,87.126808680773,8,91,2,9,0,1,0,0,1,0,0,0.6003610606095078,27.22376166427946,11,2.736115643324325
36,201.0,19,117,5,0.2303192246828775,2.705671389136392,24,2.0,520.098613948403,260.0493069742015,17,116,2,2,0,1,1,0,0,0,1,0.4634533168694659,9.33338614240775,4,2.5251803839469535
38,258.0,19,13,5,0.1064117629028446,2.1305405184061232,14,33.0,4224.162441255137,128.00492246227688,12,49,4,3,0,0,0,0,1,0,0,0.5287247604017791,53.50895541975218,7,1.1955307802451458
50,251.0,2,102,8,0.8217524169853904,3.799063033037987,1,39.0,2915.963700769189,74.7683000197228,12,106,3,9,1,1,0,1,0,0,0,0.4661045648623289,36.9375405988678,12,2.921575604695346
63,151.0,41,416,15,0.1389689918866246,8.973299029990827,23,0.0,4930.476726245913,114.66224944757936,1,21,0,3,1,1,0,0,1,0,0,0.6570708794311279,5.204673964203802,3,8.654986188342107
63,228.0,45,15,10,0.7472975575598568,7.974356250753595,13,43.0,3185.779431326717,74.08789375178411,4,1,1,1,1,0,0,0,1,0,1,0.7588182004331073,13.451797205457625,2,4.137478726579202
62,91.0,15,297,6,0.0479138679133337,7.617260946761141,47,32.0,4172.216800498962,130.38177501559255,8,118,2,4,0,1,0,1,0,0,1,0.433646133025015,35.23396111208022,6,6.784582377188187
99,101.0,3,115,9,0.9485203275139152,8.176031250849665,6,18.0,4000.8160865482464,222.26756036379143,1,92,3,4,0,1,1,0,0,0,0,0.519705139580916,4.2233123645794155,7,5.240320234643269
7,184.0,11,155,9,0.7111600875277662,3.424761003966145,35,17.0,1733.8511458266614,101.99124387215656,15,112,3,4,1,1,0,1,0,0,0,0.2802451516737231,27.45412994787616,7,3.2654867144079223
27,248.0,46,280,19,0.0067965485861117,8.98697521677239,49,34.0,1305.457019913726,38.39579470334488,18,58,1,9,0,1,0,0,1,0,0,0.6395529935902606,24.805026719170264,10,7.299098830831085
92,269.0,30,433,17,0.763856500200214,2.2357303762744394,23,39.0,2158.162981323235,55.337512341621405,1,79,1,0,1,0,1,0,0,0,1,0.8252903066567663,2.2781843020591643,1,5.4565425428466385
86,172.0,40,387,19,0.5140819207661853,4.027111540440238,26,7.0,2341.534308600097,334.5049012285853,11,55,3,5,1,0,0,0,1,0,0,0.7649479574945414,27.18928749044935,8,5.891311281242163
14,57.0,18,105,8,0.7793651703351198,6.280733070706086,36,42.0,1208.022662663853,28.76244434913936,2,81,1,1,1,0,0,1,0,0,0,0.22396037364981466,2.5504081855070173,2,4.192470743769876
71,125.0,48,466,14,0.5224968088905885,1.9261457950780057,37,35.0,4474.0433880213495,127.82981108632428,1,26,3,6,1,1,0,1,0,0,1,0.706164298089764,4.72285712503158,9,5.6324115748937125
86,234.0,2,238,3,0.6410248576353547,7.571171689987824,29,30.0,2717.313832880224,90.57712776267412,12,84,1,3,1,1,0,0,1,0,0,0.5945022541295834,34.42117266254102,4,6.170355384072068
