login_frequency,session_duration,app_visits,pages_viewed,cart_activity,email_open_rate,feature_usage_score,last_login_days,purchase_count,total_spend,avg_order_value,purchase_frequency,last_purchase_days,payment_failures,refund_count,subscription_status,churn,region_Europe,region_North America,region_South America,plan_type_Enterprise,plan_type_Pro
2,81.0,34,447,13,0.6740378674249567,1.6336482616226276,30,45.0,2105.4940398877084,46.78875644194908,6,40,3,0,1,0,0,0,0,0,0
81,118.0,22,229,12,0.0166604712442159,4.194380808712146,51,26.0,967.2622118590428,37.202392763809335,12,66,0,7,1,1,0,0,0,0,1
35,277.0,11,387,6,0.3389447753484487,5.528612503462101,33,16.0,1675.7364094290945,104.7335255893184,17,115,0,2,1,1,1,0,0,0,0
98,249.0,13,103,14,0.795660230661442,5.43952744604704,31,36.0,3641.2547866042255,101.14596629456182,17,112,4,6,1,0,0,0,0,0,0
87,99.0,4,466,6,0.0774829737923858,1.0356394871092849,56,33.0,3349.5928919724447,101.5028149082559,10,39,0,2,1,0,0,0,0,0,0
30,112.0,22,112,5,0.2823138342107202,5.510464583117413,34,20.0,368.3547729819393,18.417738649096968,7,74,1,2,1,1,0,1,0,0,1
8,259.0,7,232,1,0.5852968283343113,4.453952121796683,14,13.0,3739.105969608703,287.6235361237464,16,108,1,9,1,1,0,0,0,0,0
22,17.0,43,195,8,0.2564130276989418,9.748714019271016,55,33.0,274.6989471731715,8.324210520399136,13,17,2,8,0,1,0,0,0,0,0
44,162.0,24,478,16,0.9339779741445192,2.4324317559444686,31,0.0,2719.202681607924,543.8405363215849,3,7,0,1,1,0,1,0,0,0,1
58,183.0,4,193,4,0.1310586308042903,4.187387770835455,5,37.0,1307.7131127305313,35.34359764136571,2,118,4,3,1,0,1,0,0,0,0
36,167.0,28,171,11,0.7973943579077786,4.775333365808377,44,14.0,2942.5737365234963,210.18383832310687,16,104,4,5,1,0,0,0,1,0,1
69,224.0,15,256,0,0.5079486919064082,4.51624183390854,20,27.0,1314.0286957451003,48.66772947204076,6,39,3,2,0,1,0,1,0,0,0
77,186.0,1,40,9,0.750330775819956,6.9924774488667625,32,0.0,4924.940268432897,214.12783775795205,6,68,2,9,0,0,0,0,0,0,0
93,184.0,3,61,10,0.3107153283114474,2.9396157179299194,31,14.0,1555.543636800384,111.110259771456,13,35,4,9,1,1,0,0,0,0,1
31,155.0,14,354,15,0.5144896023120388,2.9896439753259263,51,40.0,1217.383572015735,30.434589300393373,7,51,3,6,0,1,0,0,1,0,0
47,170.0,38,85,13,0.8568353497231763,7.562898536507678,18,4.0,1399.5418016675765,349.8854504168941,5,47,4,6,1,1,0,0,0,0,0
55,136.0,1,394,7,0.4668780991231044,5.502614668103616,32,39.0,4483.399557723884,114.95896301856112,7,36,3,4,0,1,0,1,0,0,0
80,91.0,38,448,16,0.3597198619102696,4.736401084515794,27,19.0,3184.7319550600305,167.617471318949,2,64,1,2,1,0,0,0,1,0,0
62,156.0,38,287,17,0.5361553862527361,2.5228274650952662,30,47.0,3656.113646129674,77.78965204531222,17,95,1,1,1,1,0,1,0,1,0
30,248.0,21,49,11,0.7173627530363669,2.6877450062095,20,4.0,4590.872445370808,1147.718111342702,13,89,4,3,1,1,0,0,1,0,0
55,93.0,48,110,16,0.4435633454985027,1.0949647313431048,53,30.0,4560.243699376588,152.00812331255293,16,105,2,3,1,0,0,0,1,1,0
16,122.0,29,120,13,0.938876975142273,1.822836419755383,33,19.0,3697.3397744278495,194.5968302330448,2,13,0,7,0,0,1,0,0,0,0
12,234.0,5,394,15,0.294945824042342,6.01154825221217,14,31.0,997.1438999182012,32.165932255425844,5,18,2,7,1,0,0,1,0,0,1
17,252.0,49,330,13,0.4754636061691204,9.02685817007569,13,31.0,4218.432870168277,136.07847968284764,18,21,2,4,0,0,0,0,0,0,1
16,152.0,10,258,8,0.7569276593414415,3.584482886175017,18,9.0,1026.842410613408,114.09360117926757,7,112,0,5,1,1,0,0,0,0,1
12,50.0,28,200,3,0.6891210904957582,3.949725033065153,42,13.0,3717.065082351176,285.9280832577828,11,65,1,7,1,0,0,1,0,0,0
8,267.0,21,499,10,0.8636410524171562,2.0404504955036096,14,14.0,3431.159302058923,245.08280728992307,11,100,1,0,1,0,0,0,0,0,0
84,294.0,7,191,5,0.9968091806811088,4.497678510463925,5,46.0,3796.855362200829,82.54033396088758,17,114,0,4,1,0,0,0,0,0,0
3,114.0,3,435,14,0.4268583287950895,1.3349953411239626,51,10.0,2668.1015467619404,266.81015467619403,16,8,3,3,0,0,0,1,0,1,0
16,211.0,45,414,4,0.1111508797833118,9.258406266357104,8,48.0,3197.243649423606,66.60924269632513,13,116,2,3,1,1,0,0,1,1,0
30,275.0,47,344,10,0.0304158808079679,7.058002133120758,36,31.0,4767.067201366934,153.7763613344172,5,48,4,1,1,0,0,1,0,1,0
23,219.0,20,218,17,0.7268769061397716,9.91673928453897,19,37.0,514.4320849293324,13.90356986295493,16,85,1,9,1,1,0,0,1,0,0
92,60.0,19,31,12,0.8740136713087157,8.945408464106443,33,23.0,1551.1479011602837,67.44121309392538,16,43,4,0,1,1,0,0,0,0,1
5,127.0,35,175,10,0.2207125859444186,5.256915343283374,37,27.0,3060.6714953609285,113.35820353188625,16,116,0,5,0,1,0,0,0,1,0
84,210.0,4,108,13,0.1584480371899059,5.6771652803533925,25,6.0,4820.630109356132,803.4383515593553,14,53,4,6,1,0,0,0,0,0,0
65,48.0,5,217,17,0.0622050915256909,2.7151844186547445,17,26.0,486.9164938363797,18.72755745524537,6,117,4,4,0,1,1,0,0,0,0
30,37.0,1,17,18,0.8227029217172064,5.158354085556001,27,2.0,122.52061543513128,61.26030771756564,2,85,2,7,1,0,0,0,1,0,1
21,268.0,4,199,14,0.3113819398925843,9.127250861435304,54,45.0,288.1904963669368,6.404233252598595,14,27,0,8,1,1,1,0,0,0,1
84,93.0,12,184,8,0.4016968927597765,1.45768081272239,50,13.0,271.5043754413821,20.88495195702939,16,19,4,1,0,0,1,0,0,1,0
70,164.0,27,282,7,0.5027501916096123,8.772011226984787,8,0.0,4540.001130309248,238.94742791101305,13,23,1,3,1,0,0,1,0,0,0
22,126.0,42,26,19,0.8394532342095508,4.068530214783488,31,1.0,3609.076960589786,3609.076960589786,15,115,0,8,1,0,1,0,0,0,1
82,11.0,23,99,0,0.6508332215614849,9.09561488586679,58,40.0,3388.760767319429,84.71901918298572,12,50,1,4,1,0,0,1,0,0,0
72,102.0,25,150,3,0.6150646298578113,9.467919157073364,52,0.0,2617.6383731064293,81.80119915957592,9,51,3,2,1,1,0,1,0,0,0
32,175.0,21,154,13,0.1756720999559107,7.037783983017153,55,22.0,3911.943558691038,177.8156163041381,18,43,4,5,0,1,1,0,0,0,0
33,267.0,24,175,1,0.5131898917098298,6.979814079334101,58,48.0,786.6834838803381,16.389239247507046,14,99,0,2,1,0,0,0,1,1,0
16,90.0,25,346,15,0.7153810171786552,5.07478903937866,5,29.0,1965.7865370443023,67.7857426567001,4,104,1,4,0,0,0,0,1,0,1
76,277.0,45,87,2,0.9732608830304916,8.519862020893367,13,2.0,2455.121211314074,1227.560605657037,8,116,4,2,1,0,0,0,1,0,1
38,244.0,46,438,7,0.2014063092133522,9.654514825899549,27,40.0,560.9433934068641,14.0235848351716,8,51,2,5,1,1,0,0,1,0,0
98,222.0,32,271,5,0.0095433530672266,7.975736203052073,57,38.0,2103.373409594209,55.35193183142657,16,106,1,9,1,0,0,0,1,1,0
14,71.0,32,172,15,0.0753014335984697,6.597430603810383,23,48.0,1589.3438785204755,33.111330802509904,10,112,1,4,1,1,1,0,0,0,0
36,151.0,5,375,15,0.3758524651819792,6.461136062392031,12,11.0,187.55490750937852,17.05044613721623,17,69,3,8,0,0,1,0,0,1,0
97,151.0,36,23,6,0.8205446477459871,8.64522911425296,42,17.0,692.3096596188839,40.72409762464023,1,116,2,2,1,0,0,0,0,0,0
23,232.0,46,248,12,0.007142081768245,5.870833891941685,11,43.0,3822.543747605684,88.896366223388,18,41,3,5,1,1,0,0,1,0,0
66,288.0,42,81,12,0.4567305928858403,8.234738976239404,50,8.0,100.00916842817584,12.50114605352198,10,72,2,7,0,0,1,0,0,0,0
85,293.0,49,454,4,0.3292306153413945,5.579967296568212,18,22.0,4671.923962490842,212.3601801132201,4,11,1,6,0,0,0,0,0,0,0
2,151.0,42,152,19,0.0524817100997275,1.5619984747653173,20,4.0,441.2589159117147,110.31472897792868,1,80,3,5,1,0,0,0,1,0,1
91,116.0,39,319,17,0.4502362866726173,4.455523080137397,26,11.0,3998.198090075256,363.4725536432051,4,103,4,1,0,1,0,1,0,0,1
73,155.0,16,292,14,0.2547487073367188,4.999968619043488,57,8.0,4494.09653930792,561.76206741349,4,111,2,6,1,1,0,0,0,0,0
65,108.0,33,278,17,0.3518848343470064,2.274555204879555,18,9.0,4706.266568403731,522.9185076004146,4,88,1,7,1,0,1,0,0,1,0
75,82.0,49,250,1,0.705615304784293,1.9224669627029152,23,26.0,4338.710347244904,166.87347489403476,17,85,0,0,1,1,0,1,0,0,0
67,131.0,21,424,9,0.5215509839109671,5.819184546912587,25,2.0,1444.8746967329616,722.4373483664808,9,52,2,8,1,1,0,1,0,0,1
52,39.0,9,254,12,0.1246474289928133,1.7662927290047392,44,16.0,1672.1047853790003,104.50654908618752,19,23,2,3,1,0,0,1,0,1,0
62,197.0,6,172,17,0.961414540423639,3.726506511010756,27,31.0,2138.463036064279,68.98267858271868,13,49,4,7,1,1,0,0,0,0,1
23,297.0,45,69,14,0.6359107657097384,7.701372783667684,45,6.0,705.0904801414331,117.51508002357218,4,38,2,9,1,0,1,0,0,0,0
26,151.0,35,15,11,0.7658684256625315,9.679889616111828,55,21.0,121.13955078544708,5.768550037402242,5,47,2,6,0,1,0,1,0,1,0
68,165.0,39,206,14,0.0792131500083708,7.460835224967357,17,26.0,4346.916855262363,167.1891098177832,13,72,4,9,0,1,0,0,1,0,1
82,181.0,22,479,12,0.0470583794600188,9.933629936075832,43,19.0,2775.102293890177,146.05801546790406,16,7,4,6,0,0,0,1,0,0,0
55,50.0,41,67,17,0.0194480503680811,7.285041741514624,35,28.0,3047.5274814693,108.84026719533212,5,66,3,1,1,0,0,1,0,0,0
6,72.0,5,314,14,0.1887940277734444,3.644150235888948,41,8.0,4635.672489340799,579.4590611675999,8,94,1,0,1,0,0,0,0,0,1
35,32.0,42,416,10,0.4144083977184951,7.048472864548257,28,14.0,3328.9496887869423,237.78212062763876,16,77,1,3,1,0,0,0,0,0,1
22,84.0,23,226,18,0.9358261334028228,7.319410886772134,16,24.0,3457.358986655669,144.0566244439862,1,62,3,1,1,0,1,0,0,0,1
43,57.0,17,427,2,0.4570596592657763,4.345542861548145,3,48.0,3936.973555699344,82.020282410403,6,87,1,7,1,1,0,0,1,1,0
15,169.0,12,35,6,0.2902551053725294,1.1594246554845011,43,0.0,590.5787647884449,13.42224465428284,11,29,2,9,1,1,0,0,0,0,1
86,127.0,23,312,13,0.5619352535196633,7.3287980629793825,44,37.0,1807.20914453682,48.84349039288702,16,38,3,6,1,1,0,1,0,0,0
60,109.0,16,14,13,0.1119345781347892,1.1953008574798747,58,26.0,4841.357559239797,186.20605997076143,5,101,3,7,1,1,1,0,0,0,0
12,176.0,3,483,12,0.6095058910049832,6.68069270254064,28,31.0,4615.421089722026,148.8845512813557,16,84,1,5,1,1,0,1,0,0,0
49,299.0,30,29,11,0.5684319543305033,2.472548398682996,3,32.0,4421.535728587822,138.17299151836943,7,33,0,0,1,0,0,1,0,0,1
42,165.0,22,399,8,0.7919930334057097,6.090431749732391,9,41.0,2265.921666591473,55.26638211198714,19,29,1,8,1,0,0,0,0,0,0
38,151.0,9,207,0,0.986687611617024,5.5352172284254,24,2.0,4287.39283839816,2143.69641919908,1,114,0,5,1,1,1,0,0,0,1
82,205.0,29,68,18,0.2508734717161105,1.1216227807556431,30,25.0,251.4954509093704,10.059818036374814,9,79,3,9,1,1,0,0,1,0,1
45,65.0,47,457,10,0.5096564508037607,4.2657923529559305,2,44.0,751.101947043016,17.070498796432183,18,23,0,0,1,0,0,0,1,1,0
35,202.0,37,251,18,0.9088654063190036,6.409820506566724,46,2.0,2075.69881543543,1037.849407717715,13,106,2,0,1,1,0,0,0,0,0
30,56.0,23,155,17,0.7851898844228413,8.637458967089017,1,42.0,2422.1264127438108,57.669676493900255,15,3,4,7,1,0,0,0,0,1,0
88,157.0,13,397,11,0.4874063031008075,8.997779024528654,56,1.0,1324.9006960690756,1324.9006960690756,3,101,0,5,0,0,1,0,0,0,0
30,284.0,32,282,0,0.9453716496147778,5.354649730299009,24,36.0,1788.8185875304594,49.68940520917943,10,93,4,7,0,1,0,0,1,1,0
78,166.0,46,258,18,0.0572366935168093,7.555802385694943,48,12.0,822.2527441165902,68.52106200971585,9,45,2,7,1,0,0,0,1,0,0
6,211.0,47,23,19,0.930998619712584,3.848091188801119,5,9.0,2450.7788182623767,272.30875758470853,13,8,4,7,1,1,0,0,1,0,0
67,135.0,48,471,16,0.0505073923828065,4.079677651827917,25,36.0,3971.278031410628,110.31327865029522,16,86,2,9,1,0,0,1,0,0,1
80,73.0,23,22,4,0.5473047441146843,2.750171672640824,7,41.0,3310.188364369916,80.73630156999795,3,117,4,6,1,0,0,0,1,0,0
7,185.0,45,400,2,0.8904409480010858,6.057532989939154,34,28.0,547.883314354051,19.56726122693039,15,29,4,6,1,0,0,1,0,0,0
52,125.0,17,393,1,0.2627209435613028,3.831077358346287,26,38.0,2443.032200949613,64.2903210776214,17,2,1,9,1,0,1,0,0,0,1
14,213.0,40,53,2,0.4722484989451585,1.7593380679465451,24,33.0,3491.2554500708275,105.795619699116,14,105,0,3,1,1,0,1,0,0,1
73,40.0,21,384,7,0.3243288791369666,7.165054779968608,17,42.0,2654.1775298041666,63.1947030905754,7,113,4,8,0,1,1,0,0,0,1
15,151.0,2,408,15,0.9521439170763514,7.369778868448583,53,46.0,1964.4612267123891,42.70567884157368,16,50,3,1,0,0,0,0,1,0,1
21,76.0,37,28,5,0.8236455947530908,4.239931769011521,0,22.0,3113.352962206552,141.51604373666146,8,109,1,8,1,1,0,0,1,0,1
35,151.0,6,72,12,0.7090015113263796,1.6905105951042052,47,25.0,4843.506939848375,193.740277593935,4,65,0,9,1,1,1,0,0,0,0
66,54.0,44,248,15,0.5876269866151087,4.836679456630833,38,18.0,483.5904697327292,26.866137207373843,15,108,1,2,1,1,0,0,0,0,0
91,269.0,18,428,15,0.8205917893241481,4.981019122451939,2,6.0,1956.180143130328,326.0300238550546,5,20,0,1,1,0,1,0,0,0,0
2,163.0,30,346,2,0.3922670415235471,7.018037964081037,54,18.0,2038.9632067000173,113.27573370555652,13,52,2,3,0,1,0,0,0,1,0
35,164.0,22,428,12,0.4475518551060619,3.838747521328152,3,0.0,2889.066879237171,180.5666799523232,6,85,4,4,1,0,0,1,0,0,1
82,243.0,33,412,13,0.7300017210808615,7.143393518031749,40,15.0,769.3512633907703,51.29008422605136,5,37,3,1,1,1,0,1,0,0,0
78,60.0,30,413,7,0.3577547632937142,8.843396875816495,36,48.0,891.448719053643,18.57184831361756,17,72,1,0,0,1,0,1,0,0,0
20,271.0,17,109,11,0.0639009420483738,3.1373743812597983,50,8.0,1433.9533161292948,179.24416451616185,7,27,1,9,0,0,0,0,1,1,0
82,134.0,43,172,7,0.0743346088860714,9.810276005079098,14,13.0,4779.791515909913,367.6762704546087,6,47,1,4,0,1,0,1,0,0,0
10,254.0,32,425,8,0.1153628013057038,4.477313234231263,7,43.0,3673.201820342204,85.42329814749311,2,99,1,8,1,0,0,0,0,0,1
25,39.0,42,131,0,0.8696813233436628,3.405328166323556,37,7.0,3311.849575440601,473.12136792008585,11,6,4,4,1,1,0,1,0,0,1
66,131.0,14,441,5,0.4722264257562043,4.793600642592615,49,17.0,4086.618860097368,240.3893447116099,7,60,0,9,1,1,1,0,0,0,1
25,134.0,10,53,18,0.7128823693447365,1.8495772831347328,18,32.0,646.6065798942977,20.206455621696804,8,45,4,8,1,1,1,0,0,0,0
54,46.0,47,369,10,0.3929093356048933,2.131353158609041,55,22.0,4298.070770421521,195.36685320097823,5,44,2,9,0,0,0,0,1,1,0
33,179.0,36,417,10,0.2587109474156345,4.729906422714983,46,13.0,2978.215242298645,229.09348017681884,18,83,4,5,1,1,1,0,0,1,0
36,133.0,34,326,12,0.3471921675622119,7.862000697451901,25,47.0,1683.291747220088,35.81471802595932,16,18,4,2,0,0,0,0,0,0,1
95,44.0,9,390,10,0.7941823453171836,9.10281015617042,38,23.0,4081.117726170995,177.43990113786936,14,65,2,3,1,1,0,1,0,0,1
14,96.0,42,154,17,0.6252161250314382,6.983361916446438,9,29.0,4014.797026399634,138.44127677240118,12,25,4,3,0,0,0,0,1,1,0
65,143.0,28,336,14,0.937639779957902,1.9469759971435276,37,22.0,4230.0858227664685,192.27662830756677,17,27,0,0,1,0,0,1,0,0,1
80,205.0,11,372,0,0.679704778576834,7.048177859624816,13,1.0,586.434321533841,586.434321533841,5,7,3,2,0,0,0,1,0,0,0
54,283.0,14,59,6,0.5701816317546939,6.718851286326747,48,29.0,4847.112612528922,167.14181422513525,14,44,2,2,1,0,0,0,0,0,1
52,210.0,39,74,12,0.6101960089858345,8.251875264639981,40,48.0,4798.534507410758,99.9694689043908,6,106,1,0,1,0,1,0,0,0,1
3,294.0,47,364,11,0.9423714394684146,8.427237999869629,18,5.0,1793.7735310536902,358.75470621073805,15,29,0,8,0,1,1,0,0,0,0
99,86.0,19,297,17,0.7882009298667061,8.81382768201081,29,35.0,338.81115087747907,9.680318596499404,7,95,3,0,1,0,0,1,0,0,1
41,68.0,15,173,18,0.0240412373664378,4.727183631211885,4,10.0,843.6077906492407,84.36077906492406,14,44,0,8,1,0,0,0,1,1,0
6,135.0,28,150,14,0.5341396961356972,7.280779558169298,54,19.0,4964.225818969038,261.2750431036336,18,107,0,0,0,0,1,0,0,1,0
25,118.0,24,463,7,0.6883384115465648,3.4142532303007966,30,37.0,2819.434586426599,76.20093476828646,1,36,1,1,1,1,0,0,1,0,0
13,233.0,8,323,18,0.748698478439155,9.994026519851538,6,7.0,1789.5427761419996,255.64896802028565,6,19,3,1,1,0,1,0,0,0,0
98,287.0,43,137,9,0.2131421193139366,2.57800817239174,18,46.0,1448.1314423116935,31.481118311123776,3,6,0,5,1,0,0,0,1,1,0
8,77.0,9,407,6,0.8671773544513522,1.0910298849475222,30,35.0,1292.3887592016283,36.92539312004652,5,25,1,6,0,1,0,0,0,1,0
21,78.0,47,430,17,0.9558431471751636,2.339278430663584,51,45.0,3324.122297621865,73.86938439159701,12,31,2,0,1,1,0,0,1,0,0
98,174.0,33,377,15,0.2367153058448697,7.98285060589714,57,13.0,2102.745279283233,161.74963686794098,11,9,1,2,1,0,0,0,0,1,0
68,171.0,33,472,19,0.8826154575172458,5.021053088573903,38,10.0,4827.399389849372,482.7399389849372,13,84,4,1,1,1,0,0,0,1,0
25,51.0,19,248,5,0.0969787625160953,5.027502230293854,23,2.0,3422.3767229203536,1711.1883614601768,16,74,1,7,1,0,0,0,1,0,1
79,118.0,3,333,8,0.0557068361152451,9.595206276505015,33,6.0,3962.302509334316,660.3837515557194,18,37,1,8,1,0,0,0,0,0,1
68,60.0,10,305,12,0.1292238001027493,9.276714172252667,56,8.0,1470.780327429968,183.847540928746,17,27,1,1,1,1,0,1,0,0,0
45,259.0,40,196,7,0.0577410794670359,3.800752640236083,22,36.0,405.14018145204295,11.253893929223416,17,13,0,1,1,0,0,0,0,0,0
60,30.0,47,217,15,0.8450122371557759,2.8815231590277954,47,25.0,2444.235958535586,97.76943834142344,11,41,3,9,1,1,1,0,0,0,0
12,148.0,42,229,12,0.0590501444582719,8.636339889403658,44,44.0,1579.761917265674,35.90367993785623,10,66,1,8,1,0,0,0,1,1,0
32,151.0,1,409,12,0.2716641913636555,9.15417163939927,39,47.0,1018.3949933895392,21.667978582756152,16,114,1,3,1,1,0,1,0,0,0
96,289.0,29,199,16,0.1037563435358563,5.874372305186382,5,40.0,4763.684232696298,119.09210581740744,2,85,4,4,1,1,0,0,1,0,0
92,134.0,34,397,19,0.2954220363137649,6.664813400053904,37,7.0,2225.5011895667312,317.92874136667587,17,97,4,8,1,1,1,0,0,0,0
13,120.0,13,438,4,0.0905594676009204,3.3122285622306404,40,46.0,881.7958743234403,19.16947552877044,10,24,2,5,1,1,1,0,0,0,1
31,148.0,1,355,16,0.668003250743014,8.207224191806722,35,23.0,1001.2667568788844,43.53333725560366,13,117,2,9,1,1,1,0,0,1,0
78,151.0,34,293,8,0.1333268163425751,6.689101856041208,26,19.0,1410.741614898324,74.24955867885916,12,44,4,8,1,1,0,0,0,0,0
20,108.0,29,361,1,0.8518459258388879,5.5316216016819695,10,46.0,4996.588178266667,108.62148213623188,15,106,3,8,1,0,0,0,0,0,0
18,261.0,48,246,17,0.817191050726641,1.5409770047055624,4,0.0,1347.377387592791,61.244426708763214,7,98,2,6,1,0,0,0,1,0,1
93,113.0,47,203,8,0.0136616854706094,9.243414662600385,56,13.0,1650.7210048464838,126.9785388343449,13,60,3,9,1,1,0,0,1,0,0
60,223.0,13,296,5,0.8957263555151146,6.539062783459654,16,21.0,3300.047358640167,157.14511231619844,12,9,4,8,1,0,0,1,0,0,0
63,258.0,48,268,10,0.028944316743367,2.734219852236712,51,1.0,1476.8672682873885,1476.8672682873885,12,2,2,4,1,0,0,1,0,0,0
6,161.0,49,255,5,0.2396457849575566,6.457475052847475,6,19.0,1086.86321278787,57.20332698883527,2,119,1,4,0,1,0,0,1,0,0
32,259.0,29,145,5,0.032389137775995,7.097170188159761,26,33.0,801.5995613814974,24.29089579943932,5,56,4,7,1,0,0,0,0,0,0
93,284.0,39,289,12,0.335843487039316,5.73193303014903,46,4.0,1570.286498488683,392.5716246221708,2,30,2,9,1,1,1,0,0,0,0
43,174.0,24,280,10,0.5138665257132716,7.462915641604202,56,42.0,538.5192912475799,12.82188788684714,13,22,3,3,1,0,0,0,1,0,0
2,17.0,26,180,13,0.7966448690151381,6.233085531357618,14,3.0,103.04646620976663,34.348822069922214,3,110,3,8,1,0,0,1,0,1,0
60,293.0,17,168,1,0.3379815504698361,9.529926238289336,45,27.0,4025.16206970004,149.080076655557,11,75,2,6,1,1,0,0,0,0,0
23,151.0,7,210,7,0.7054900246731167,1.4832737073937614,12,41.0,698.095762648737,17.026725918261878,16,119,3,6,1,0,0,0,1,0,1
83,154.0,13,496,2,0.1875044571189803,1.9562113762260445,10,35.0,3882.124480578059,110.91784230223026,1,107,2,2,0,1,0,0,1,0,1
31,110.0,5,54,2,0.7505984567441264,2.5630447325890584,59,28.0,3989.736970143432,142.49060607655116,19,81,2,3,1,1,0,0,0,0,0
5,173.0,26,459,0,0.2359966059092375,7.21153963543899,44,6.0,2694.2184363829238,449.03640606382055,11,100,3,6,1,1,0,0,1,0,1
83,156.0,49,273,18,0.1435447559437679,6.810362854748278,25,0.0,1555.3129719816277,259.2188286636046,9,13,0,4,1,0,0,0,0,0,0
34,73.0,3,80,17,0.1854088503740543,9.028529741887246,21,44.0,733.7133414119434,16.675303213907803,14,71,1,2,1,1,1,0,0,1,0
10,100.0,7,373,16,0.1820631288818553,7.595897075955086,27,23.0,3686.657482537785,160.2894557625124,9,16,4,0,1,0,0,0,0,0,0
89,126.0,49,380,19,0.5128628793769912,5.57519938808133,23,33.0,3010.921060049112,91.24003212270036,7,97,1,6,1,1,0,0,0,0,0
2,276.0,39,112,12,0.8447975811881461,9.926486132172672,28,16.0,3280.712747902885,205.0445467439303,16,45,4,5,1,1,0,0,0,0,0
11,182.0,1,499,2,0.0796050769925056,3.3949716055236925,8,24.0,53.258758327203886,2.219114930300162,3,65,4,9,1,0,0,0,1,1,0
50,56.0,49,134,0,0.7069563184934227,8.498724938069085,41,5.0,4638.309908382044,927.6619816764088,19,11,1,6,0,1,0,0,1,0,1
31,149.0,17,322,3,0.6543464596528576,4.8411133497452745,3,41.0,340.7880353582857,8.311903301421601,4,70,2,1,1,0,0,0,0,0,1
56,255.0,43,473,12,0.8725199518293624,6.838616249881608,48,42.0,1840.361366848628,43.8181277821102,7,20,3,3,0,1,0,0,1,0,0
79,158.0,25,492,16,0.2441475605069072,7.545416234071906,45,13.0,2019.531131761984,155.3485485970757,12,99,0,1,1,1,0,1,0,0,1
73,255.0,3,295,10,0.4501098586850296,6.703786784713027,55,47.0,16.76406724476474,0.3566822818035051,18,108,0,7,1,1,0,1,0,0,0
87,14.0,15,467,1,0.9258273744435174,2.2645657279773395,17,12.0,2490.4756536604773,207.53963780503975,5,63,0,6,0,0,0,0,1,1,0
83,193.0,29,239,15,0.6599934501353172,4.986559096731394,42,5.0,3766.5168826099393,753.3033765219878,10,101,1,0,1,1,0,0,1,0,0
9,29.0,43,155,1,0.3887684128615969,6.052945401398119,15,37.0,4118.110579042713,111.30028592007332,12,105,1,1,0,0,0,0,0,0,0
99,55.0,32,379,18,0.1314123828552684,8.64139383260737,32,31.0,4398.190996596363,141.87712892246333,8,90,2,1,1,1,1,0,0,0,0
21,21.0,26,206,18,0.262485007900591,4.992811739187151,28,0.0,2443.7171528936938,87.2756126033462,19,12,0,3,1,0,0,0,1,0,0
73,79.0,16,382,15,0.5812154774893833,9.268725743238264,38,28.0,3156.874590742956,112.74552109796272,15,62,2,2,1,0,0,1,0,0,1
28,26.0,25,230,18,0.7181679475605137,4.963368007226896,59,30.0,406.8033693495288,13.56011231165096,1,94,0,0,1,0,0,0,0,0,0
62,156.0,28,432,8,0.1244218868518934,5.939018733367105,9,18.0,2445.3107391659323,135.85059662032958,3,92,1,1,0,1,0,0,1,0,1
7,163.0,9,69,0,0.599597260044054,8.166571146485209,8,44.0,782.5306168099589,17.784786745680886,18,91,3,8,0,1,0,1,0,0,0
80,117.0,1,107,9,0.550351278838751,6.247609159799293,58,27.0,1854.519156936382,68.68589470134748,18,42,3,0,1,0,0,1,0,0,1
16,245.0,29,180,18,0.513955446690708,9.641962651445422,30,35.0,1653.2335111943505,47.23524317698144,2,83,3,8,1,1,1,0,0,0,0
97,79.0,22,391,0,0.690123117682008,6.943022474627148,27,26.0,2123.4674804351257,81.67182617058175,5,69,3,6,1,0,0,0,0,0,0
4,192.0,16,182,1,0.8374495950834618,5.70438508660841,59,39.0,2862.4667236909213,73.39658265874156,1,58,4,1,1,0,0,0,0,0,1
4,259.0,41,160,15,0.3229896831768684,1.2123277100271628,56,0.0,4515.354468844349,92.15009120090508,10,5,0,1,1,1,1,0,0,0,0
40,237.0,44,462,11,0.8890121901109594,4.723596078222968,2,18.0,1978.478310424052,109.91546169022509,10,105,3,4,1,0,1,0,0,0,0
17,111.0,41,359,7,0.1606336126185507,3.693235773341444,53,33.0,4905.844666600638,148.66195959395873,5,27,4,4,1,0,0,0,0,1,0
52,84.0,7,399,17,0.1730238697511643,7.732951010987403,54,25.0,3797.549959775502,151.90199839102007,18,28,4,3,1,0,0,0,0,1,0
93,225.0,14,449,1,0.2667720636239239,2.874499076381912,13,31.0,2562.290423474032,82.65452978948491,15,26,4,9,0,1,0,0,1,0,0
52,212.0,29,131,12,0.1195308695470778,2.8469807856466463,57,37.0,3223.691921188601,87.126808680773,8,91,2,9,0,1,0,0,1,0,0
36,201.0,19,117,5,0.2303192246828775,2.7056713891363917,24,2.0,520.098613948403,260.0493069742015,17,116,2,2,0,1,1,0,0,0,1
38,258.0,19,13,5,0.1064117629028446,2.1305405184061232,14,33.0,4224.162441255137,128.00492246227688,12,49,4,3,0,0,0,0,1,0,0
50,251.0,2,102,8,0.8217524169853904,3.799063033037987,1,39.0,2915.963700769189,74.7683000197228,12,106,3,9,1,1,0,1,0,0,0
63,151.0,41,416,15,0.1389689918866246,8.973299029990827,23,0.0,4930.476726245913,114.66224944757936,1,21,0,3,1,1,0,0,1,0,0
